,Author,Political Orientation,Quotes,language
8341,Glenn Greenwald,Progressive,Time magazine’s Jay Carney and Richard Stengel are now in government while Obama aides David Axelrod and Robert Gibbs are commentators on MSNBC.,en
8343,Glenn Greenwald,Progressive,"The true measure of a society´s freedom is how it treats its dissidents and other marginalized groups, not how it treats its good loyalists. We shouldn´t have to be faithful loyalists of the powerful to be free from state surveillance.",en
8347,Glenn Greenwald,Progressive,"The email began: The security of people’s communications is very important to me,",en
8348,Glenn Greenwald,Progressive,Expecting the US government to operate a massive surveillance machine in complete secrecy without falling prey to its temptations runs counter to every historical example and all available evidence about human nature.,en
8355,Glenn Greenwald,Progressive,"adviser, repeatedly requested that the NSA spy on the internal discussions of key member states to learn their negotiation strategies. A May 2010 SSO report",en
8357,Glenn Greenwald,Progressive,"I realized, he said, that they were building a system whose goal was the elimination of all privacy, globally. To make it so that no one could communicate electronically without the NSA being able to collect, store, and analyze the communication.",en
8358,Glenn Greenwald,Progressive,"He had come to believe that the paper’s concealment of that information may very well have changed the outcome of the 2004 election. Hiding that story changed history, he said.",en
8359,Glenn Greenwald,Progressive,"To the extent that you have aided and abetted Snowden, even in his current movements, why shouldn’t you, Mr. Greenwald, be charged with a crime?",en
8360,Glenn Greenwald,Progressive,"now I would almost arrest Glenn Greenwald, who’s the journalist who seems to want to help him get to Ecuador.",en
8361,Glenn Greenwald,Progressive,Time magazine’s Jay Carney and Richard Stengel are now in government while Obama aides David Axelrod and Robert Gibbs are commentators on MSNBC.,en
8362,Glenn Greenwald,Progressive,"Snowden had been clear from our first conversation about his rationale for distrusting the establishment media with his story, repeatedly referring to the New York Times’s concealment of NSA eavesdropping. He had come to believe that the paper’s concealment of that information may very well have changed the outcome of the 2004 election. Hiding that story changed history, he said.",en
8363,Glenn Greenwald,Progressive,"there is no check or limit on the NSA’s bulk collection of metadata, thanks to the government’s interpretation of the Patriot Act",en
8364,Glenn Greenwald,Progressive,"More remarkable is the fact that in country after country, revelations that the NSA was spying on hundreds of millions of their citizens produced little more than muted objections from their political leadership. True indignation came gushing forward only once those leaders understood that they, and not just their citizens, had been targeted as well.",en
8368,Glenn Greenwald,Progressive,"This is a deal that invites passivity, obedience, and conformity. The safest course, the way to ensure being left alone, is to remain quiet, unthreatening, and compliant.",en
8369,Glenn Greenwald,Progressive,"Most remarkably, Americans now considered the danger of surveillance of greater concern than the danger of terrorism:",en
8371,Glenn Greenwald,Progressive,Progress both in the United States and other nations was only ever achieved through the ability to challenge power and orthodoxies and to pioneer new ways of thinking and living.,en
